用户ID,评论内容,会员级别,点赞数,回复数,得分,购买时间,手机型号
12763675982,快递很快，今天下单明天就送到了，然后颜色超级好看，非常少女了，6.1寸的刚刚好，手感也很好，指纹解锁确实有点辣鸡，不过人脸识别倒还挺不错的，很方便，摄像头有点突，放桌子上打字会不平?，不过拍照确实超级清晰，喜欢！！,注册会员,3,0,5,14/05/2019 23:03,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12657226445,比我的SE大太多了?用了两天了功能很强大、很流畅。主要这个相机牛批、会让我爱上摄影的、不喜欢花里胡哨就选了黑色、耐斯。,PLUS会员,109,35,5,16/04/2019 21:11,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12641959954,手机很小巧，单手握持很舒服，相机也很厉害，屏幕也不错，emui9.1非常流畅，这个极光色比黑色活泼一点，比天空之镜内敛一点，我很喜欢,银牌会员,16,5,5,12/04/2019 19:16,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12643154765,"P30到手。11日18:30补齐尾款后发货，12日上午十点多就拿到，物流的速度那是真快
极光色相当顺眼，没有曲面屏看起来更顺眼（我承认我一直看不惯曲面屏）
之前的MATE8很宽大，P30相比是个瘦长的，手感不错
屏上指纹还没找到感觉，总是打不开，怀念MATE8背部的指纹识别，顺手。人脸识别比较快
拍照还没有体验透彻，回头再说",PLUS会员,6,5,5,13/04/2019 08:33,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12804876700,对于之前使用iOS系统的人来说，可能上手需要适应一段时间。单看手机的话，华为p30相当不错了，待机挺好的，而且真正的双卡双待双通，信号非常好！本人不喜欢曲面屏，实际使用中曲面屏还有些地方体验并不好，所以，这款手机使用体验非常棒，尺寸大小刚刚合适，性能当下旗舰水平。,PLUS会员,12,3,5,26/05/2019 06:48,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12816229436,支持华为这款手机真的好用颜色也好看就是功能太多我有很多不会用的地方慢慢研究吧不像真正懂的人说的那么专业零部件都能说的头头是道我就是知道#真好用支持华为支持京东晚上11点多下单第二天早晨9点多就收到快递工作人员的电话工作人员很好我上班不在家下午又跑了一趟给我送的。,银牌会员,3,0,5,28/05/2019 23:04,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12723179418,手感不错。用起来很流畅。拍照功能强大，清晰度高。有配耳朵，和硅胶外壳。,PLUS会员,5,2,5,04/05/2019 11:27,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12847353544,拍照不用说了，莱卡摄像头吊打市面上任何一款手机，手机续航能力也杠杠的，平时也不玩手机游戏就看看视频，新闻，一天一充，面部解锁超级快，一打开电源键就秒解，以前没用过面部解锁的都不怎么适应，系统用着也特别的流畅，运行速度快，好多智能功能，比我之前的苹果8p好用多了，支持华为，华为加油，喷子黑粉不服欢迎来杠,铜牌会员,1,0,5,05/06/2019 08:38,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12834858619,手机用过很多品牌，直到用到华为 上个手机买的荣耀V9，用了2年多还是跟新的一样 我老婆我都是给她买的华为，这款P30看了很久了 也就是上个手机一直什么毛病都没没机会换，刚好我妈手机坏了 我把旧的给她就有理由买新的了  哈哈,PLUS会员,0,0,5,02/06/2019 16:51,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12810550032,京东发货速度杠杠滴、第一次用华为手机、感觉挺好的、 充电超级快、电池很耐用、应该能续航一天、外观设计很大气、拍摄功能很强大、麒麟980处理器很快、人脸识别和指纹解锁非常灵敏、选择了自己喜欢的黑色、希望能带来好运。。。,银牌会员,3,1,5,27/05/2019 15:18,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12853627798,在xr和p30中犹豫不定 ，最终选择p30。屏幕大小适中，手小的操作也无压力。一点都不失望 ，又一次刷新了对安卓机的认识。屏幕很舒服，京东还送了一年的碎屏险，非常不错。买的珠光贝母，很好看，有点渐变色的意思。,PLUS会员,5,4,5,06/06/2019 15:31,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12685013641,之前手机屏幕碎了，刚好华为发布p30，于是果断入手了，第一次用华为手机，麒麟980运行很快啊，拍照也很强，外观也很漂亮，有好多种颜色，不过还是选了最耐看的黑色，系统体验也不错，很流畅，手机信号很强，电池一般使用能用一天吧，还不错了，试用了几天，暂时就这么多了,PLUS会员,24,11,5,23/04/2019 23:55,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12643973032,手感舒服，屏幕瘦长，适合巴掌不大的女生，机壳外观非常漂亮，重量比较轻，测试过了，拍照夜景，比普通手机强多了。比较满意。,PLUS会员,8,7,5,13/04/2019 12:12,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12739456331,送货很快！质量很好！一直信赖京东，看着很高大上，运行流畅，玩游戏也不卡，面部识别和屏幕内指纹解锁很快，*值得一提的是前后摄像头的像素，非常清晰，大赞华为的品质，支持国产！,钻石会员,10,6,5,08/05/2019 13:58,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12692551257,用了一个星期才来评价的，旗舰机性能就不废话了，流畅的#。我想说的是，这机子手感非常好，华为的系统优化的比上一代人性化很多，之前我用的那台mate9，就有很多功能是体验不到的。至于它主打的拍摄，我对拍摄没有什么太大的需求，所以也懒得去测试这个性能，只是觉得它的广角和长焦都还很实用。语音助手也比上一代好用太多了，现在开车基本上都不用用手操作，直接语音搞定。屏内指纹识别的速度很快，唯一有点小遗憾的是，这机子没有红外，偏偏我平常要用到这个。总的来说，这机子值得买，4000块钱的价位足够好用，推荐。,PLUS会员,81,23,5,25/04/2019 22:12,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12647225326,运行速度非常快，流畅的没救了！各种软件超快进入，只有一点，因为说p30照相没说的那么清楚，30变焦很模糊，这是唯一的缺点！个人觉得非常好，值得购买,PLUS会员,17,6,5,14/04/2019 10:42,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12710431392,不错的手机！超赞！因为资金有限，只能买30，可以的话建议买30pro，50倍变焦！8+128的配置，够用好几年了！内置屏幕指纹解锁，方便好用！超高分辨率和色彩，让人看了很舒服！华为越来越棒了！,PLUS会员,3,2,5,30/04/2019 15:33,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12765508126,感觉非常流畅，一点不比iPhone差，不喜欢pro的曲面屏，而且听说P30是三星LED，拍照的话虽然不比pro但是绝对够强够用了，6.1寸大小也合适，勉强能单手操作，华为真棒非常满意！,PLUS会员,1,0,5,15/05/2019 14:13,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12696247492,刚收到就上手用了，里面自带了好多功能，颜色比较大气，老公不喜欢太大的手机这款大小适中，新机还在摸索中，用后会再来评价,PLUS会员,3,1,5,26/04/2019 21:40,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12712512114,手机收到真是大爱，最喜欢的就是后盖的颜色，果然没让我失望，晚上试了一下拍照功能，夜景模式和30倍变焦确实不错，不过没有宣传的那么厉害，放大到30倍还是很多雪花的，个人对拍照功能不苛求，所以感觉还好，整体很喜欢。,银牌会员,8,0,5,01/05/2019 09:04,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12823761189,使用了一段时间才来评，华为手机功能是挺强大，还有很多功能需要学习，照相可能也得再摸索，使用傻瓜直接拍照出来的照片显得很生硬，特别是补光后。黄昏天空的颜色也不太真实。因不玩游戏，速度和内存感觉不到。屏幕是超细腻，看起来很清晰，触屏也灵敏准确。基本还是比较满意的，虽然不便宜，但觉得物有所值，支持华为，支持国产手机。,钻石会员,0,0,5,30/05/2019 22:49,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12646207647,只因为喜欢华为手机。无游戏软件，其他都是日常必备软件，运行内存剩余5+。手感，外观，流畅系统，确实很棒。本来打算买膜，壳，结果原装真棒。高端机配备齐全，屏下指纹很灵敏，稍微摁一下，亮光一闪，应该是扫描，解锁?。哈哈。加油，我的大华为。走向世界,PLUS会员,19,5,5,13/04/2019 22:41,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12855037663,心怡了很久，终于到手啦！次日达，包装好！手机小巧，轻盈，拍照功能超强，随手一拍，就是大片的既视感！,PLUS会员,1,0,5,06/06/2019 21:31,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12853880505,天空之境真的很美，好喜欢这个颜色，因为拍照功能买的，不过还没有机会出去试试效果，放弃苹果转花粉，以前也用过华为的手机感觉还是挺不错的，支持国产，支持华为，华为还是挺强的的，p30有我最喜欢的功能就是屏幕时间管理，可以强制自己早睡，哈哈哈哈哈哈，目前还没正式用这个手机，所以不足的地方现在只体验到，有的主题人脸识别不了，有的主题指纹识别不好，哎,银牌会员,0,0,5,06/06/2019 16:31,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12682063621,颜值高 拍照夜景模式和长焦再一次刷新了我们的想象  拍月亮没问题  980处理器配合3600毫安电池续航和性能都得到了保障   6.1寸屏幕 拿在手里 掌控感很好  个人觉得如果对夜景和长焦没有那么极致的追求  p30完全够用  这次相比pro  相机这块阉割的很少  其他部分都差不多  p30性价比更高！,PLUS会员,9,2,5,23/04/2019 11:00,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12645159838,拿到手，包装太简陋了，完全配不上这四千的手机，透明胶都开了！拆开里面倒没有磕碰，手机手感极佳，屏幕也很漂亮，拍照确实强大！,PLUS会员,17,3,5,13/04/2019 17:41,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
12858092027,电池正常水平，对于工作狂人来讲，能坚持一天，就算满意。有一大小非常合适，未购买p30Pro是因为稍微长一些，装在裤兜里不方便。并且屏幕不如p30，来的划算，曲面屏对于我来讲无所谓。夜景拍照模式真是惊艳到我了，在微弱灯光情况下，拍得比肉眼实际观察的还清楚。手机系统很流畅，之前是华为p9已经三年，要不是因为手机电池听老话，以及手机样子款式显得low，其实还是能坚持试一段时间的，华为真心变得很强大，希望越来越好。,PLUS会员,0,0,5,07/06/2019 18:32,华为 HUAWEI P30 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机8GB+128GB天空之境全网通双4G手机
